The Book of Mormon ||| El Libro de Mormón
Chapter 29 ||| Capítulo 29
The coming forth of the Book of Mormon is a sign that the Lord has commenced to gather Israel and fulfill His covenants — Those who reject His latter - day revelations and gifts will be cursed . About A . D . 34–35. ||| La aparición del Libro de Mormón es una señal de que el Señor ha empezado a recoger a Israel y a cumplir Sus convenios  — Los que rechacen Sus revelaciones y dones de los postreros días serán maldecidos . Aproximadamente 34–35  d . C .
1 And now behold , I say unto you that when the Lord shall see fit , in his wisdom , that these sayings shall come unto the Gentiles according to his word , then ye may know that the covenant which the Father hath made with the children of Israel , concerning their restoration to the lands of their inheritance , is already beginning to be fulfilled . ||| 1 Y ahora bien , he aquí os digo que cuando el Señor , en su sabiduría , juzgue prudente que lleguen estas cosas a los gentiles , según su palabra , entonces sabréis que ya empieza a cumplirse el convenio que el Padre ha hecho con los hijos de Israel , concerniente a su restauración a las tierras de su herencia .
2 And ye may know that the words of the Lord , which have been spoken by the holy prophets , shall all be fulfilled ; and ye need not say that the Lord delays his coming unto the children of Israel . ||| 2 Y podréis saber que las palabras del Señor , que han declarado los santos profetas , se cumplirán todas ; y no tendréis que decir que el Señor demora su venida a los hijos de Israel .
3 And ye need not imagine in your hearts that the words which have been spoken are vain , for behold , the Lord will remember his covenant which he hath made unto his people of the house of Israel . ||| 3 Y no tenéis por qué imaginaros en vuestros corazones que son en vano las palabras que se han hablado , pues he aquí , el Señor se acordará del convenio que ha hecho con su pueblo de la casa de Israel .
4 And when ye shall see these sayings coming forth among you , then ye need not any longer spurn at the doings of the Lord , for the sword of his justice is in his right hand ; and behold , at that day , if ye shall spurn at his doings he will cause that it shall soon overtake you . ||| 4 Y cuando veáis que estas palabras aparecen entre vosotros , no desdeñéis ya más los hechos del Señor , porque la espada de su justicia se halla en su diestra ; y he aquí , si en aquel día despreciáis sus obras , él hará que pronto os alcance .
5 Wo unto him that spurneth at the doings of the Lord ; yea , wo unto him that shall deny the Christ and his works ! ||| 5 ¡ Ay de aquel que desdeñe los hechos del Señor ; sí , ay de aquel que niegue al Cristo y sus obras !
6 Yea , wo unto him that shall deny the revelations of the Lord , and that shall say the Lord no longer worketh by revelation , or by prophecy , or by gifts , or by tongues , or by healings , or by the power of the Holy Ghost ! ||| 6 Sí , ¡ ay de aquel que niegue las revelaciones del Señor , y del que diga que el Señor ya no obra por revelación , ni por profecía , ni por dones , ni por lenguas , ni por sanidades , ni por el poder del Espíritu Santo !
7 Yea , and wo unto him that shall say at that day , to get gain , that there can be no miracle wrought by Jesus Christ ; for he that doeth this shall become like unto the son of perdition , for whom there was no mercy , according to the word of Christ ! ||| 7 Sí , y , ¡ ay de aquel que en ese día diga , para obtener lucro , que Jesucristo no puede hacer ningún milagro ! Porque el que diga esto vendrá a ser como el hijo de perdición , para quien no hubo misericordia , según la palabra de Cristo .
8 Yea , and ye need not any longer hiss , nor spurn , nor make game of the Jews , nor any of the remnant of the house of Israel ; for behold , the Lord remembereth his covenant unto them , and he will do unto them according to that which he hath sworn . ||| 8 Sí , y ya no tenéis que escarnecer ni desdeñar a los judíos , ni hacer burla de ellos , ni de ninguno del resto de la casa de Israel ; porque he aquí , el Señor se acuerda de su convenio con ellos , y hará con ellos según lo que ha jurado .
9 Therefore ye need not suppose that ye can turn the right hand of the Lord unto the left , that he may not execute judgment unto the fulfilling of the covenant which he hath made unto the house of Israel . ||| 9 Por tanto , no vayáis a suponer que podéis volver la mano derecha del Señor a la izquierda , para que no ejecute su juicio para el cumplimiento del convenio que ha hecho a la casa de Israel .
Chapter 30 ||| Capítulo 30
The latter - day Gentiles are commanded to repent , come unto Christ , and be numbered with the house of Israel . About A . D . 34–35. ||| Se manda a los gentiles de los últimos días arrepentirse , venir a Cristo y ser contados entre los de la casa de Israel . Aproximadamente 34–35  d . C .
1 Hearken , O ye Gentiles , and hear the words of Jesus Christ , the Son of the living God , which he hath commanded me that I should speak concerning you , for , behold he commandeth me that I should write , saying : ||| 1 ¡ Oíd , oh gentiles , y escuchad las palabras de Jesucristo , el Hijo del Dios viviente , las cuales él me ha mandado que hable concerniente a vosotros ! Pues he aquí , él me manda escribir , diciendo :
2 Turn , all ye Gentiles , from your wicked ways ; and repent of your evil doings , of your lyings and deceivings , and of your whoredoms , and of your secret abominations , and your idolatries , and of your murders , and your priestcrafts , and your envyings , and your strifes , and from all your wickedness and abominations , and come unto me , and be baptized in my name , that ye may receive a remission of your sins , and be filled with the Holy Ghost , that ye may be numbered with my people who are of the house of Israel . ||| 2 ¡ Tornaos , todos vosotros gentiles , de vuestros caminos de maldad ; y arrepentíos de vuestras obras malas , de vuestras mentiras y engaños , y de vuestras fornicaciones , y de vuestras abominaciones secretas , y vuestras idolatrías , y vuestros asesinatos , y vuestras supercherías sacerdotales , y vuestras envidias , y vuestras contiendas , y de todas vuestras iniquidades y abominaciones , y venid a mí , y sed bautizados en mi nombre para que recibáis la remisión de vuestros pecados , y seáis llenos del Espíritu Santo , para que seáis contados entre los de mi pueblo que son de la casa de Israel !
Fourth Nephi ||| Cuarto Nefi
The Book of Nephi Who Is the Son of Nephi — One of the Disciples of Jesus Christ ||| El Libro de Nefi Que es hijo de Nefi , uno de los discípulos de Jesucristo
An account of the people of Nephi , according to his record . ||| Una relación del pueblo de Nefi , según sus anales .
Chapter 1 ||| Capítulo 1
The Nephites and the Lamanites are all converted unto the Lord — They have all things in common , work miracles , and prosper in the land — After two centuries , divisions , evils , false churches , and persecutions arise — After three hundred years , both the Nephites and the Lamanites are wicked — Ammaron hides up the sacred records . About A . D . 35–321. ||| Todos los nefitas y los lamanitas se convierten al Señor  — Tienen todas las cosas en común , obran milagros y prosperan en la tierra  — Al cabo de dos siglos , surgen divisiones , iniquidades , iglesias falsas y persecuciones  — Después de trescientos años , tanto los nefitas como los lamanitas se vuelven inicuos  — Ammarón esconde los anales sagrados . Aproximadamente 35–321  d . C .
1 And it came to pass that the thirty and fourth year passed away , and also the thirty and fifth , and behold the disciples of Jesus had formed a church of Christ in all the lands round about . And as many as did come unto them , and did truly repent of their sins , were baptized in the name of Jesus ; and they did also receive the Holy Ghost . ||| 1 Y aconteció que pasó el año treinta y cuatro , y también el treinta y cinco ; y he aquí , los discípulos de Jesús habían establecido una iglesia de Cristo en todas las tierras circunvecinas . Y cuantos iban a ellos , y se arrepentían verdaderamente de sus pecados , eran bautizados en el nombre de Jesús ; y también recibían el Espíritu Santo .
2 And it came to pass in the thirty and sixth year , the people were all converted unto the Lord , upon all the face of the land , both Nephites and Lamanites , and there were no contentions and disputations among them , and every man did deal justly one with another . ||| 2 Y ocurrió que en el año treinta y seis se convirtió al Señor toda la gente sobre toda la faz de la tierra , tanto nefitas como lamanitas ; y no había contenciones ni disputas entre ellos , y obraban rectamente unos con otros .
3 And they had all things common among them ; therefore there were not rich and poor , bond and free , but they were all made free , and partakers of the heavenly gift . ||| 3 Y tenían en común todas las cosas ; por tanto , no había ricos ni pobres , esclavos ni libres , sino que todos fueron hechos libres , y participantes del don celestial .
4 And it came to pass that the thirty and seventh year passed away also , and there still continued to be peace in the land . ||| 4 Y sucedió que pasó el año treinta y siete también , y continuó la paz en la tierra .
5 And there were great and marvelous works wrought by the disciples of Jesus , insomuch that they did heal the sick , and raise the dead , and cause the lame to walk , and the blind to receive their sight , and the deaf to hear ; and all manner of miracles did they work among the children of men ; and in nothing did they work miracles save it were in the name of Jesus . ||| 5 Y los discípulos de Jesús efectuaban grandes y maravillosas obras , de tal manera que sanaban a los enfermos , y resucitaban a los muertos , y hacían que los cojos anduvieran , y que los ciegos recibieran su vista , y que los sordos oyeran ; y obraban toda clase de milagros entre los hijos de los hombres ; y no obraban milagros salvo que fuera en el nombre de Jesús .
6 And thus did the thirty and eighth year pass away , and also the thirty and ninth , and forty and first , and the forty and second , yea , even until forty and nine years had passed away , and also the fifty and first , and the fifty and second ; yea , and even until fifty and nine years had passed away . ||| 6 Y así pasó el año treinta y ocho , y también los años treinta y nueve , y cuarenta y uno y cuarenta y dos , sí , hasta el año cuarenta y nueve , y también el cincuenta y uno , y el cincuenta y dos ; sí , hasta que hubieron pasado cincuenta y nueve años .
7 And the Lord did prosper them exceedingly in the land ; yea , insomuch that they did build cities again where there had been cities burned . ||| 7 Y el Señor los prosperó en gran manera sobre la tierra ; sí , al grado de que nuevamente edificaron ciudades donde se habían incendiado las otras .
8 Yea , even that great city Zarahemla did they cause to be built again . ||| 8 Sí , y aun la gran ciudad de Zarahemla hicieron reconstruir .
9 But there were many cities which had been sunk , and waters came up in the stead thereof ; therefore these cities could not be renewed . ||| 9 Pero hubo muchas ciudades que se habían hundido , y las aguas habían aparecido en su lugar ; por tanto , estas ciudades no pudieron ser reedificadas .
10 And now , behold , it came to pass that the people of Nephi did wax strong , and did multiply exceedingly fast , and became an exceedingly fair and delightsome people . ||| 10 Y he aquí , aconteció que el pueblo de Nefi se hizo fuerte , y se multiplicó con gran rapidez , y llegó a ser un pueblo hermoso y deleitable en extremo .
11 And they were married , and given in marriage , and were blessed according to the multitude of the promises which the Lord had made unto them . ||| 11 Y se casaban y se daban en matrimonio , y fueron bendecidos de acuerdo con la multitud de las promesas que el Señor les había hecho .
12 And they did not walk any more after the performances and ordinances of the law of Moses ; but they did walk after the commandments which they had received from their Lord and their God , continuing in fasting and prayer , and in meeting together oft both to pray and to hear the word of the Lord . ||| 12 Y ya no se guiaban por las prácticas y ordenanzas de la ley de Moisés , sino que se guiaban por los mandamientos que habían recibido de su Señor y su Dios , perseverando en el ayuno y en la oración , y reuniéndose a menudo , tanto para orar como para escuchar la palabra del Señor .
13 And it came to pass that there was no contention among all the people , in all the land ; but there were mighty miracles wrought among the disciples of Jesus . ||| 13 Y sucedió que no hubo contención entre todos los habitantes sobre toda la tierra , mas los discípulos de Jesús obraban grandes milagros .
14 And it came to pass that the seventy and first year passed away , and also the seventy and second year , yea , and in fine , till the seventy and ninth year had passed away ; yea , even an hundred years had passed away , and the disciples of Jesus , whom he had chosen , had all gone to the paradise of God , save it were the three who should tarry ; and there were other disciples ordained in their stead ; and also many of that generation had passed away . ||| 14 Y ocurrió que pasó el año setenta y uno , y también el año setenta y dos ; sí , y por último , hasta que hubo pasado el año setenta y nueve ; sí , y aun cien años habían pasado , y los discípulos que Jesús había seleccionado se habían ido todos al paraíso de Dios , con excepción de los tres que habían de permanecer ; y fueron ordenados otros discípulos en lugar de ellos ; y también muchos de los de aquella generación habían muerto ya .
15 And it came to pass that there was no contention in the land , because of the love of God which did dwell in the hearts of the people . ||| 15 Y ocurrió que no había contenciones en la tierra , a causa del amor de Dios que moraba en el corazón del pueblo .
16 And there were no envyings , nor strifes , nor tumults , nor whoredoms , nor lyings , nor murders , nor any manner of lasciviousness ; and surely there could not be a happier people among all the people who had been created by the hand of God . ||| 16 Y no había envidias , ni contiendas , ni tumultos , ni fornicaciones , ni mentiras , ni asesinatos , ni lascivias de ninguna especie ; y ciertamente no podía haber un pueblo más dichoso entre todos los que habían sido creados por la mano de Dios .
17 There were no robbers , nor murderers , neither were there Lamanites , nor any manner of - ites ; but they were in one , the children of Christ , and heirs to the kingdom of God . ||| 17 No había ladrones , ni asesinos , ni lamanitas , ni ninguna especie de - itas , sino que eran uno , hijos de Cristo y herederos del reino de Dios .
18 And how blessed were they ! For the Lord did bless them in all their doings ; yea , even they were blessed and prospered until an hundred and ten years had passed away ; and the first generation from Christ had passed away , and there was no contention in all the land . ||| 18 ¡ Y cuán bendecidos fueron ! Porque el Señor los bendijo en todas sus obras ; sí , fueron bendecidos y prosperaron hasta que hubieron transcurrido ciento diez años ; y la primera generación después de Cristo había muerto ya , y no había contención en toda la tierra .
19 And it came to pass that Nephi , he that kept this last record , ( and he kept it upon the plates of Nephi ) died , and his son Amos kept it in his stead ; and he kept it upon the plates of Nephi also . ||| 19 Y sucedió que Nefi , el que llevaba estos últimos anales , murió ( y llevaba la historia sobre las planchas de Nefi ); y su hijo Amós la continuó en su lugar ; y también lo hizo sobre las planchas de Nefi .
20 And he kept it eighty and four years , and there was still peace in the land , save it were a small part of the people who had revolted from the church and taken upon them the name of Lamanites ; therefore there began to be Lamanites again in the land . ||| 20 Y la llevó ochenta y cuatro años , y todavía continuaba la paz en el país , con excepción de una pequeña parte del pueblo que se había rebelado contra la iglesia y tomado sobre sí el nombre de lamanitas ; así que otra vez empezó a haber lamanitas en la tierra .
21 And it came to pass that Amos died also , ( and it was an hundred and ninety and four years from the coming of Christ ) and his son Amos kept the record in his stead ; and he also kept it upon the plates of Nephi ; and it was also written in the book of Nephi , which is this book . ||| 21 Y aconteció que Amós también murió ( y fue a los ciento noventa y cuatro años de la venida de Cristo ), y su hijo , Amós , llevó la historia en su lugar ; y también la escribió sobre las planchas de Nefi , y también está escrita en el libro de Nefi , que es este libro .
22 And it came to pass that two hundred years had passed away ; and the second generation had all passed away save it were a few . ||| 22 Y sucedió que habían transcurrido doscientos años ; y todos los de la segunda generación habían muerto , con excepción de unos pocos .
23 And now I , Mormon , would that ye should know that the people had multiplied , insomuch that they were spread upon all the face of the land , and that they had become exceedingly rich , because of their prosperity in Christ . ||| 23 Y yo , Mormón , quiero que sepáis que el pueblo se había multiplicado de tal manera que se hallaba esparcido por toda la faz de la tierra , y que habían llegado a ser sumamente ricos , por razón de su prosperidad en Cristo .
24 And now , in this two hundred and first year there began to be among them those who were lifted up in pride , such as the wearing of costly apparel , and all manner of fine pearls , and of the fine things of the world . ||| 24 Y ahora bien , en este año , el doscientos uno , empezó a haber entre ellos algunos que se ensalzaron en el orgullo , tal como el lucir ropas costosas , y toda clase de perlas finas , y de las cosas lujosas del mundo .
25 And from that time forth they did have their goods and their substance no more common among them . ||| 25 Y de ahí en adelante ya no tuvieron sus bienes y posesiones en común entre ellos .
26 And they began to be divided into classes ; and they began to build up churches unto themselves to get gain , and began to deny the true church of Christ . ||| 26 Y empezaron a dividirse en clases ; y empezaron a establecer iglesias para sí con objeto de lucrar ; y comenzaron a negar la verdadera iglesia de Cristo .
27 And it came to pass that when two hundred and ten years had passed away there were many churches in the land ; yea , there were many churches which professed to know the Christ , and yet they did deny the more parts of his gospel , insomuch that they did receive all manner of wickedness , and did administer that which was sacred unto him to whom it had been forbidden because of unworthiness . ||| 27 Y sucedió que cuando hubieron transcurrido doscientos diez años , ya había en la tierra un gran número de iglesias ; sí , había muchas iglesias que profesaban conocer al Cristo , y sin embargo , negaban la mayor parte de su evangelio , de tal modo que toleraban toda clase de iniquidades , y administraban lo que era sagrado a quienes les estaba prohibido por motivo de no ser dignos .
28 And this church did multiply exceedingly because of iniquity , and because of the power of Satan who did get hold upon their hearts . ||| 28 Y esta iglesia se multiplicó en gran manera por causa de la iniquidad , y por el poder de Satanás que se apoderó de sus corazones .
29 And again , there was another church which denied the Christ ; and they did persecute the true church of Christ , because of their humility and their belief in Christ ; and they did despise them because of the many miracles which were wrought among them . ||| 29 Y además , había otra iglesia que negaba al Cristo ; y estos perseguían a los de la verdadera iglesia de Cristo por su humildad y creencia en Cristo , y los despreciaban por causa de los muchos milagros que se efectuaban entre ellos .
30 Therefore they did exercise power and authority over the disciples of Jesus who did tarry with them , and they did cast them into prison ; but by the power of the word of God , which was in them , the prisons were rent in twain , and they went forth doing mighty miracles among them . ||| 30 Por tanto , ejercían poder y autoridad sobre los discípulos de Jesús que permanecieron con ellos , y los echaban en prisiones ; pero por el poder de la palabra de Dios , que estaba en ellos , las prisiones se partían en dos , y salían ellos haciendo grandes milagros entre el pueblo .
31 Nevertheless , and notwithstanding all these miracles , the people did harden their hearts , and did seek to kill them , even as the Jews at Jerusalem sought to kill Jesus , according to his word . ||| 31 No obstante , y a pesar de todos estos milagros , el pueblo endureció su corazón e intentó matarlos , así como los judíos de Jerusalén procuraron matar a Jesús , según la palabra de él .
32 And they did cast them into furnaces of fire , and they came forth receiving no harm . ||| 32 Y los arrojaban en hornos encendidos ; y salían sin recibir ningún daño .
33 And they also cast them into dens of wild beasts , and they did play with the wild beasts even as a child with a lamb ; and they did come forth from among them , receiving no harm . ||| 33 Y también los echaban en fosos de animales feroces , y jugaban con las fieras como un niño con un cordero ; y salían de entre ellos sin recibir daño alguno .
34 Nevertheless , the people did harden their hearts , for they were led by many priests and false prophets to build up many churches , and to do all manner of iniquity . And they did smite upon the people of Jesus ; but the people of Jesus did not smite again . And thus they did dwindle in unbelief and wickedness , from year to year , even until two hundred and thirty years had passed away . ||| 34 No obstante , los del pueblo endurecieron su corazón , porque los guiaron muchos sacerdotes y profetas falsos a establecer muchas iglesias y a cometer toda clase de iniquidades . Y herían al pueblo de Jesús ; pero el pueblo de Jesús no les devolvía el mal . Y así degeneraron en la incredulidad e iniquidad de año en año , hasta que hubieron pasado doscientos treinta años .
35 And now it came to pass in this year , yea , in the two hundred and thirty and first year , there was a great division among the people . ||| 35 Y sucedió que en este año , sí , en el año doscientos treinta y uno , hubo una gran división entre el pueblo .
36 And it came to pass that in this year there arose a people who were called the Nephites , and they were true believers in Christ ; and among them there were those who were called by the Lamanites — Jacobites , and Josephites , and Zoramites ; ||| 36 Y aconteció que en este año se levantó un grupo que fue llamado nefitas , y eran verdaderos creyentes en Cristo ; y entre estos se encontraban aquellos que los lamanitas llamaban jacobitas , y josefitas , y zoramitas ;
37 Therefore the true believers in Christ , and the true worshipers of Christ , ( among whom were the three disciples of Jesus who should tarry ) were called Nephites , and Jacobites , and Josephites , and Zoramites . ||| 37 por tanto , los verdaderos creyentes en Cristo y los verdaderos adoradores de Cristo ( entre los cuales se hallaban los tres discípulos de Jesús que habían de quedar ) eran llamados nefitas , y jacobitas , y josefitas , y zoramitas .
38 And it came to pass that they who rejected the gospel were called Lamanites , and Lemuelites , and Ishmaelites ; and they did not dwindle in unbelief , but they did wilfully rebel against the gospel of Christ ; and they did teach their children that they should not believe , even as their fathers , from the beginning , did dwindle . ||| 38 Y aconteció que aquellos que rechazaban el evangelio eran llamados lamanitas , lemuelitas e ismaelitas ; y estos no degeneraron en la incredulidad , sino que intencionalmente se rebelaron contra el evangelio de Cristo ; y enseñaron a sus hijos a no creer , así como sus padres degeneraron desde el principio .
39 And it was because of the wickedness and abomination of their fathers , even as it was in the beginning . And they were taught to hate the children of God , even as the Lamanites were taught to hate the children of Nephi from the beginning . ||| 39 Y fue por motivo de la iniquidad y abominación de sus padres , así como fue en el principio . Y les enseñaron a odiar a los hijos de Dios , tal como se había enseñado a los lamanitas a aborrecer a los hijos de Nefi desde el principio .
40 And it came to pass that two hundred and forty and four years had passed away , and thus were the affairs of the people . And the more wicked part of the people did wax strong , and became exceedingly more numerous than were the people of God . ||| 40 Y ocurrió que habían transcurrido doscientos cuarenta y cuatro años , y así se hallaban los asuntos del pueblo . Y la parte más inicua del pueblo se hizo fuerte , y llegó a ser mucho más numerosa que los del pueblo de Dios .
41 And they did still continue to build up churches unto themselves , and adorn them with all manner of precious things . And thus did two hundred and fifty years pass away , and also two hundred and sixty years . ||| 41 Y continuaron estableciendo iglesias para sí , y adornándolas con todo género de objetos preciosos . Y así transcurrieron doscientos cincuenta años , y también doscientos sesenta años .
42 And it came to pass that the wicked part of the people began again to build up the secret oaths and combinations of Gadianton . ||| 42 Y sucedió que la parte inicua del pueblo empezó otra vez a reconstituir los juramentos y las combinaciones secretas de Gadiantón .
43 And also the people who were called the people of Nephi began to be proud in their hearts , because of their exceeding riches , and become vain like unto their brethren , the Lamanites . ||| 43 Y también los del pueblo , que eran llamados el pueblo de Nefi , empezaron a tener orgullo en su corazón , a causa de sus inmensas riquezas , y se envanecieron igual que sus hermanos , los lamanitas .
44 And from this time the disciples began to sorrow for the sins of the world . ||| 44 Y desde entonces empezaron a afligirse los discípulos por los pecados del mundo .
45 And it came to pass that when three hundred years had passed away , both the people of Nephi and the Lamanites had become exceedingly wicked one like unto another . ||| 45 Y ocurrió que , cuando hubieron pasado trescientos años , tanto el pueblo de los nefitas como el de los lamanitas se habían vuelto sumamente inicuos , los unos iguales que los otros .
46 And it came to pass that the robbers of Gadianton did spread over all the face of the land ; and there were none that were righteous save it were the disciples of Jesus . And gold and silver did they lay up in store in abundance , and did traffic in all manner of traffic . ||| 46 Y aconteció que los ladrones de Gadiantón se extendieron por toda la superficie de la tierra ; y no había quien fuese justo salvo los discípulos de Jesús . Y acumulaban y guardaban oro y plata en abundancia ; y traficaban en mercaderías de toda clase .
47 And it came to pass that after three hundred and five years had passed away , ( and the people did still remain in wickedness ) Amos died ; and his brother , Ammaron , did keep the record in his stead . ||| 47 Y sucedió que cuando hubieron transcurrido trescientos cinco años ( y el pueblo seguía todavía en su iniquidad ), murió Amós ; y su hermano Ammarón llevó los anales en su lugar .
48 And it came to pass that when three hundred and twenty years had passed away , Ammaron , being constrained by the Holy Ghost , did hide up the records which were sacred — yea , even all the sacred records which had been handed down from generation to generation , which were sacred — even until the three hundred and twentieth year from the coming of Christ . ||| 48 Y aconteció que cuando hubieron pasado trescientos veinte años , Ammarón , siendo constreñido por el Espíritu Santo , ocultó los anales que eran sagrados — sí , todos los anales sagrados que se habían transmitido de generación en generación , los cuales eran sagrados — aun hasta el año trescientos veinte desde la venida de Cristo .
49 And he did hide them up unto the Lord , that they might come again unto the remnant of the house of Jacob , according to the prophecies and the promises of the Lord . And thus is the end of the record of Ammaron . ||| 49 Y los ocultó para los fines del Señor , con objeto de que volvieran otra vez al resto de la casa de Jacob , según las profecías y las promesas del Señor . Y así concluyen los anales de Ammarón .
The Book of Mormon ||| El Libro de Mormón
Chapter 1 ||| Capítulo 1
Ammaron instructs Mormon concerning the sacred records — War commences between the Nephites and the Lamanites — The Three Nephites are taken away — Wickedness , unbelief , sorceries , and witchcraft prevail . About A . D . 321–26. ||| Ammarón da instrucciones a Mormón concernientes a los anales sagrados  — Comienza la guerra entre los nefitas y los lamanitas  — Se retira a los Tres Nefitas  — Prevalecen la iniquidad , la incredulidad , los sortilegios y las hechicerías . Aproximadamente 321–326  d . C .
1 And now I , Mormon , make a record of the things which I have both seen and heard , and call it the Book of Mormon . ||| 1 Y ahora yo , Mormón , hago una relación de las cosas que he visto y oído ; y la llamo el Libro de Mormón .
2 And about the time that Ammaron hid up the records unto the Lord , he came unto me , ( I being about ten years of age , and I began to be learned somewhat after the manner of the learning of my people ) and Ammaron said unto me : I perceive that thou art a sober child , and art quick to observe ; ||| 2 Y más o menos en la época en que Ammarón ocultó los anales para los fines del Señor , vino a mí ( tendría yo unos diez años de edad , y empezaba a adquirir alguna instrucción en la ciencia de mi pueblo ), y me dijo Ammarón : Veo que eres un niño sensato , y presto para observar ;
3 Therefore , when ye are about twenty and four years old I would that ye should remember the things that ye have observed concerning this people ; and when ye are of that age go to the land Antum , unto a hill which shall be called Shim ; and there have I deposited unto the Lord all the sacred engravings concerning this people . ||| 3 por lo tanto , cuando tengas unos veinticuatro años de edad , quisiera que recordaras las cosas que hayas observado concernientes a este pueblo , y cuando llegues a esa edad , ve a la tierra de Antum , a una colina que se llamará Shim ; y allí he depositado para los fines del Señor todos los santos grabados concernientes a este pueblo .
4 And behold , ye shall take the plates of Nephi unto yourself , and the remainder shall ye leave in the place where they are ; and ye shall engrave on the plates of Nephi all the things that ye have observed concerning this people . ||| 4 Y he aquí , tomarás contigo las planchas de Nefi , y las demás las dejarás en el lugar donde se hallan ; y sobre las planchas de Nefi grabarás todas las cosas que hayas observado concernientes a este pueblo .
5 And I , Mormon , being a descendant of Nephi , ( and my father ’ s name was Mormon ) I remembered the things which Ammaron commanded me . ||| 5 Y yo , Mormón , siendo descendiente de Nefi ( y el nombre de mi padre era Mormón ), recordé las cosas que Ammarón me mandó .
6 And it came to pass that I , being eleven years old , was carried by my father into the land southward , even to the land of Zarahemla . ||| 6 Y sucedió que teniendo yo once años de edad , mi padre me llevó a la tierra del sur , sí , hasta la tierra de Zarahemla .
7 The whole face of the land had become covered with buildings , and the people were as numerous almost , as it were the sand of the sea . ||| 7 Toda la superficie de la tierra había quedado cubierta de edificios , y los habitantes eran casi tan numerosos como las arenas del mar .
8 And it came to pass in this year there began to be a war between the Nephites , who consisted of the Nephites and the Jacobites and the Josephites and the Zoramites ; and this war was between the Nephites , and the Lamanites and the Lemuelites and the Ishmaelites . ||| 8 Y sucedió que en este año empezó a haber una guerra entre los nefitas , que se componían de los nefitas , y los jacobitas , y los josefitas y los zoramitas ; y esta guerra fue entre los nefitas , y los lamanitas , los lemuelitas y los ismaelitas .
9 Now the Lamanites and the Lemuelites and the Ishmaelites were called Lamanites , and the two parties were Nephites and Lamanites . ||| 9 Ahora bien , los lamanitas , lemuelitas e ismaelitas se llamaban lamanitas ; y los dos partidos eran los nefitas y los lamanitas .
10 And it came to pass that the war began to be among them in the borders of Zarahemla , by the waters of Sidon . ||| 10 Y aconteció que empezó la guerra entre ellos en las fronteras de Zarahemla , junto a las aguas de Sidón .
11 And it came to pass that the Nephites had gathered together a great number of men , even to exceed the number of thirty thousand . And it came to pass that they did have in this same year a number of battles , in which the Nephites did beat the Lamanites and did slay many of them . ||| 11 Y sucedió que los nefitas habían reunido un número muy crecido de hombres , que pasaba aun de treinta mil . Y acaeció que en este mismo año hubo un número de batallas , en las cuales los nefitas derrotaron a los lamanitas y mataron a muchos de ellos .
12 And it came to pass that the Lamanites withdrew their design , and there was peace settled in the land ; and peace did remain for the space of about four years , that there was no bloodshed . ||| 12 Y ocurrió que los lamanitas abandonaron su propósito , y hubo paz en la tierra ; y duró la paz por el término de unos cuatro años , de modo que no hubo efusión de sangre .
13 But wickedness did prevail upon the face of the whole land , insomuch that the Lord did take away his beloved disciples , and the work of miracles and of healing did cease because of the iniquity of the people . ||| 13 Pero prevaleció la maldad sobre la faz de toda la tierra , de manera que el Señor retiró a sus amados discípulos , y cesó la obra de milagros y sanidades debido a la iniquidad del pueblo .
14 And there were no gifts from the Lord , and the Holy Ghost did not come upon any , because of their wickedness and unbelief . ||| 14 Y no hubo dones del Señor , y el Espíritu Santo no descendió sobre ninguno , por causa de su iniquidad e incredulidad .
15 And I , being fifteen years of age and being somewhat of a sober mind , therefore I was visited of the Lord , and tasted and knew of the goodness of Jesus . ||| 15 Y habiendo llegado yo a la edad de quince años , y siendo de carácter algo serio , por tanto , me visitó el Señor , y probé y conocí la bondad de Jesús .
16 And I did endeavor to preach unto this people , but my mouth was shut , and I was forbidden that I should preach unto them ; for behold they had wilfully rebelled against their God ; and the beloved disciples were taken away out of the land , because of their iniquity . ||| 16 E intenté predicar a este pueblo , pero me fue cerrada la boca , y se me prohibió que les predicara ; pues he aquí , se habían rebelado intencionalmente contra su Dios ; y los amados discípulos fueron retirados de la tierra , a causa de la iniquidad del pueblo .
17 But I did remain among them , but I was forbidden to preach unto them , because of the hardness of their hearts ; and because of the hardness of their hearts the land was cursed for their sake . ||| 17 Mas yo permanecí entre ellos , pero me fue prohibido que les predicara por motivo de la dureza de sus corazones ; y debido a la dureza de sus corazones , la tierra fue maldecida por causa de ellos .
18 And these Gadianton robbers , who were among the Lamanites , did infest the land , insomuch that the inhabitants thereof began to hide up their treasures in the earth ; and they became slippery , because the Lord had cursed the land , that they could not hold them , nor retain them again . ||| 18 Y estos ladrones de Gadiantón , que se hallaban entre los lamanitas , infestaban la tierra , a tal grado que los habitantes empezaron a ocultar sus tesoros en la tierra ; y se hicieron deleznables , porque el Señor había maldecido la tierra , de tal manera que no podían conservarlos ni recuperarlos .
19 And it came to pass that there were sorceries , and witchcrafts , and magics ; and the power of the evil one was wrought upon all the face of the land , even unto the fulfilling of all the words of Abinadi , and also Samuel the Lamanite . ||| 19 Y aconteció que hubo sortilegios , y hechicerías , y encantamientos ; y el poder del maligno se extendió por toda la faz de la tierra , hasta cumplirse todas las palabras de Abinadí y también de Samuel el Lamanita .
Chapter 2 ||| Capítulo 2
